datetime,symbol,open,high,low,close,volume
2025-10-07 11:00:00,MCX:GOLD1!,120580.0,120656.0,120485.0,120500.0,289.0
2025-10-07 11:15:00,MCX:GOLD1!,120507.0,120577.0,120479.0,120559.0,194.0
2025-10-07 11:30:00,MCX:GOLD1!,120540.0,120540.0,120440.0,120520.0,157.0
2025-10-07 11:45:00,MCX:GOLD1!,120516.0,120540.0,120420.0,120517.0,152.0
2025-10-07 12:00:00,MCX:GOLD1!,120514.0,120514.0,120300.0,120360.0,368.0
2025-10-07 12:15:00,MCX:GOLD1!,120380.0,120448.0,120251.0,120286.0,277.0
2025-10-07 12:30:00,MCX:GOLD1!,120272.0,120277.0,120061.0,120100.0,588.0
2025-10-07 12:45:00,MCX:GOLD1!,120100.0,120165.0,119877.0,120165.0,833.0
2025-10-07 13:00:00,MCX:GOLD1!,120200.0,120367.0,120115.0,120188.0,325.0
2025-10-07 13:15:00,MCX:GOLD1!,120166.0,120220.0,119916.0,120033.0,216.0
2025-10-07 13:30:00,MCX:GOLD1!,120014.0,120077.0,119888.0,120013.0,325.0
2025-10-07 13:45:00,MCX:GOLD1!,120025.0,120170.0,119972.0,120080.0,276.0
2025-10-07 14:00:00,MCX:GOLD1!,120080.0,120200.0,120071.0,120196.0,133.0
2025-10-07 14:15:00,MCX:GOLD1!,120170.0,120240.0,120141.0,120170.0,99.0
2025-10-07 14:30:00,MCX:GOLD1!,120180.0,120431.0,120180.0,120424.0,268.0
2025-10-07 14:45:00,MCX:GOLD1!,120404.0,120546.0,120371.0,120375.0,213.0
2025-10-07 15:00:00,MCX:GOLD1!,120380.0,120498.0,120380.0,120450.0,92.0
2025-10-07 15:15:00,MCX:GOLD1!,120431.0,120480.0,120303.0,120309.0,152.0
2025-10-07 15:30:00,MCX:GOLD1!,120300.0,120449.0,120290.0,120389.0,101.0
2025-10-07 15:45:00,MCX:GOLD1!,120390.0,120430.0,120365.0,120412.0,37.0
2025-10-07 16:00:00,MCX:GOLD1!,120410.0,120520.0,120410.0,120460.0,136.0
2025-10-07 16:15:00,MCX:GOLD1!,120450.0,120545.0,120432.0,120463.0,119.0
2025-10-07 16:30:00,MCX:GOLD1!,120463.0,120520.0,120440.0,120520.0,38.0
2025-10-07 16:45:00,MCX:GOLD1!,120520.0,120520.0,120350.0,120355.0,190.0
2025-10-07 17:00:00,MCX:GOLD1!,120358.0,120620.0,120322.0,120604.0,167.0
2025-10-07 17:15:00,MCX:GOLD1!,120604.0,120700.0,120528.0,120668.0,242.0
